Customer ID,Recency,Frequency,Monetary,r_qt,f_qt,m_quartile,m_qt,RFM Score
40628,1256,1,580,1,1,1,1,111
40629,892,2,1572,1,1,1,1,111
40630,358,4,1631,2,3,1,1,231
40631,393,7,5533,2,5,4,4,254
40632,142,5,1929,3,3,1,1,331
40633,712,3,1532,1,2,1,1,121
40634,93,6,3601,4,4,3,3,443
40635,301,4,2825,2,3,2,2,232
40636,489,2,1363,1,1,1,1,111
40637,93,9,8060,4,5,5,5,455
40638,260,3,3339,2,2,3,3,223
40639,657,7,4504,1,5,4,4,154
40640,393,3,1537,2,2,1,1,221
40641,452,4,2617,1,3,2,2,132
40642,143,8,6073,3,5,5,5,355
40643,56,3,3263,5,2,3,3,523
40644,358,4,2499,2,3,2,2,232
40645,482,4,3920,1,3,3,3,133
40646,340,3,1297,2,2,1,1,221
40647,5,5,5869,5,3,5,5,535
40648,204,9,8451,3,5,5,5,355
40649,375,7,5844,2,5,5,5,255
40650,204,7,3776,3,5,3,3,353
40651,484,3,2178,1,2,2,2,122
40652,515,5,3340,1,3,3,3,133
40653,73,5,4502,4,3,4,4,434
40654,852,4,4336,1,3,4,4,134
40655,110,4,5497,4,3,4,4,434
40656,351,2,1610,2,1,1,1,211
40657,205,5,2732,3,3,2,2,332
40658,516,3,1725,1,2,1,1,121
40659,143,2,1052,3,1,1,1,311
40660,425,3,1136,2,2,1,1,221
40661,373,3,1898,2,2,1,1,221
40662,208,7,6046,3,5,5,5,355
40663,871,3,1703,1,2,1,1,121
40664,50,8,6295,5,5,5,5,555
40665,690,4,2146,1,3,2,2,132
40666,40,8,8902,5,5,5,5,555
40667,138,10,4212,4,5,4,4,454
40668,105,3,1535,4,2,1,1,421
40669,162,9,4365,3,5,4,4,354
40670,425,4,4202,2,3,4,4,234
40671,106,6,4152,4,4,4,4,444
40672,66,5,5880,4,3,5,5,435
40673,58,7,7016,5,5,5,5,555
40674,298,4,2255,2,3,2,2,232
40675,109,4,618,4,3,1,1,431
40676,354,6,5415,2,4,4,4,244
40677,314,3,3202,2,2,3,3,223
40678,120,3,2438,4,2,2,2,422
40679,235,4,2249,3,3,2,2,332
40680,446,5,2962,1,3,2,2,132
40681,30,9,4637,5,5,4,4,554
40682,145,4,3153,3,3,3,3,333
40683,685,5,4742,1,3,4,4,134
40684,215,2,1086,3,1,1,1,311
40685,903,5,4045,1,3,3,3,133
40686,111,8,5855,4,5,5,5,455
40687,208,5,5089,3,3,4,4,334
40688,11,4,5200,5,3,4,4,534
40689,185,6,6647,3,4,5,5,345
40690,486,5,3330,1,3,3,3,133
40691,100,6,3319,4,4,3,3,443
40692,213,5,4662,3,3,4,4,334
40693,42,4,4290,5,3,4,4,534
40694,245,8,5854,3,5,5,5,355
40695,32,7,3252,5,5,3,3,553
40696,39,6,3526,5,4,3,3,543
40697,183,3,744,3,2,1,1,321
40698,268,6,3161,2,4,3,3,243
40699,203,5,5054,3,3,4,4,334
40700,480,2,726,1,1,1,1,111
40701,137,4,388,4,3,1,1,431
40702,318,5,1780,2,3,1,1,231
40703,81,3,3221,4,2,3,3,423
40704,86,7,8613,4,5,5,5,455
40705,168,4,2510,3,3,2,2,332
40706,1300,1,1865,1,1,1,1,111
40707,292,4,4830,2,3,4,4,234
40708,104,6,6335,4,4,5,5,445
40709,495,5,5084,1,3,4,4,134
40710,93,5,8861,4,3,5,5,435
40711,221,5,3447,3,3,3,3,333
40712,237,3,3684,3,2,3,3,323
40713,379,6,4527,2,4,4,4,244
40714,374,4,2765,2,3,2,2,232
40715,103,4,3408,4,3,3,3,433
40716,61,7,8555,5,5,5,5,555
40717,235,4,2954,3,3,2,2,332
40718,469,2,2816,1,1,2,2,112
40719,178,9,8295,3,5,5,5,355
40720,368,4,3911,2,3,3,3,233
40721,766,1,311,1,1,1,1,111
40722,60,6,3587,5,4,3,3,543
40723,151,9,8967,3,5,5,5,355
40724,802,2,804,1,1,1,1,111
40725,148,8,5610,3,5,5,5,355
40726,510,5,2299,1,3,2,2,132
40727,630,4,4926,1,3,4,4,134
40728,103,4,7142,4,3,5,5,435
40729,218,5,2195,3,3,2,2,332
40730,768,1,195,1,1,1,1,111
40731,254,3,1375,2,2,1,1,221
40732,101,2,303,4,1,1,1,411
40733,805,5,4276,1,3,4,4,134
40734,73,9,9036,4,5,5,5,455
40735,481,4,3692,1,3,3,3,133
40736,129,6,3359,4,4,3,3,443
40737,26,6,3540,5,4,3,3,543
40738,89,4,1494,4,3,1,1,431
40739,346,3,3045,2,2,2,2,222
40740,10,8,7400,5,5,5,5,555
40741,359,6,4413,2,4,4,4,244
40742,90,4,2988,4,3,2,2,432
40743,374,3,2420,2,2,2,2,222
40744,159,6,4157,3,4,4,4,344
40745,792,3,580,1,2,1,1,121
40746,290,6,4232,2,4,4,4,244
40747,607,2,413,1,1,1,1,111
40748,434,4,3860,1,3,3,3,133
40749,227,4,3859,3,3,3,3,333
40750,8,4,1818,5,3,1,1,531
40751,95,6,4445,4,4,4,4,444
40752,211,8,8606,3,5,5,5,355
40753,483,3,2129,1,2,2,2,122
40754,150,6,2436,3,4,2,2,342
40755,561,6,5661,1,4,5,5,145
40756,498,4,2802,1,3,2,2,132
40757,537,6,4621,1,4,4,4,144
40758,186,3,1967,3,2,1,1,321
40759,45,9,6190,5,5,5,5,555
40760,150,4,2459,3,3,2,2,332
40761,134,6,7081,4,4,5,5,445
40762,355,2,2632,2,1,2,2,212
40763,336,5,5240,2,3,4,4,234
40764,920,3,3340,1,2,3,3,123
40765,117,9,7601,4,5,5,5,455
40766,142,4,1399,3,3,1,1,331
40767,35,4,2031,5,3,2,2,532
40768,622,3,1505,1,2,1,1,121
40769,87,8,5387,4,5,4,4,454
40770,263,6,4116,2,4,3,3,243
40771,501,4,3032,1,3,2,2,132
40772,197,7,3181,3,5,3,3,353
40773,835,4,3736,1,3,3,3,133
40774,196,9,7479,3,5,5,5,355
40775,37,6,4352,5,4,4,4,544
40776,5,8,5772,5,5,5,5,555
40777,242,5,3312,3,3,3,3,333
40778,302,6,5243,2,4,4,4,244
40779,104,6,3233,4,4,3,3,443
40780,630,3,1239,1,2,1,1,121
40781,612,3,1744,1,2,1,1,121
40782,70,9,9299,4,5,5,5,455
40783,126,5,3732,4,3,3,3,433
40784,23,2,525,5,1,1,1,511
40785,295,5,4927,2,3,4,4,234
40786,47,6,5026,5,4,4,4,544
40787,261,6,4191,2,4,4,4,244
40788,130,4,2232,4,3,2,2,432
40789,196,7,4344,3,5,4,4,354
40790,87,4,965,4,3,1,1,431
40791,35,6,3555,5,4,3,3,543
40792,57,6,4794,5,4,4,4,544
40793,777,3,1215,1,2,1,1,121
40794,683,4,5936,1,3,5,5,135
40795,107,5,2941,4,3,2,2,432
40796,693,3,1238,1,2,1,1,121
40797,3,9,10727,5,5,5,5,555
40798,42,8,8009,5,5,5,5,555
40799,155,5,2918,3,3,2,2,332
40800,294,8,3664,2,5,3,3,253
40801,72,5,2615,4,3,2,2,432
40802,363,5,2257,2,3,2,2,232
40803,187,5,4807,3,3,4,4,334
40804,255,5,3328,2,3,3,3,233
40805,105,5,2968,4,3,2,2,432
40807,47,4,3323,5,3,3,3,533
40808,17,8,4961,5,5,4,4,554
40809,279,5,6148,2,3,5,5,235
40810,31,6,4667,5,4,4,4,544
40811,14,7,7904,5,5,5,5,555
40812,198,5,3118,3,3,3,3,333
40813,495,2,1509,1,1,1,1,111
40814,152,10,7698,3,5,5,5,355
40815,69,9,10388,4,5,5,5,455
40816,80,9,8711,4,5,5,5,455
40817,271,4,3517,2,3,3,3,233
40818,122,6,3971,4,4,3,3,443
40819,463,5,706,1,3,1,1,131
40820,226,5,6014,3,3,5,5,335
40821,40,6,3261,5,4,3,3,543
40822,231,8,2448,3,5,2,2,352
40823,3,6,4946,5,4,4,4,544
40824,42,3,2624,5,2,2,2,522
40825,7,5,3733,5,3,3,3,533
40826,28,6,4303,5,4,4,4,544
40827,858,3,1900,1,2,1,1,121
40828,78,5,4294,4,3,4,4,434
40829,580,2,1673,1,1,1,1,111
40830,1,5,4334,5,3,4,4,534
40831,40,5,1594,5,3,1,1,531
40832,582,2,3192,1,1,3,3,113
40833,265,2,461,2,1,1,1,211
40834,130,2,3105,4,1,3,3,413
40835,612,2,928,1,1,1,1,111
40836,527,2,1285,1,1,1,1,111
40837,629,3,3600,1,2,3,3,123
40838,261,7,6403,2,5,5,5,255
40839,195,7,4777,3,5,4,4,354
40840,774,4,4187,1,3,4,4,134
40841,21,3,1695,5,2,1,1,521
40842,353,2,920,2,1,1,1,211
40843,343,7,4906,2,5,4,4,254
40844,76,9,7063,4,5,5,5,455
40845,205,4,2116,3,3,2,2,332
40846,44,7,4567,5,5,4,4,554
40847,70,10,7337,4,5,5,5,455
40848,134,7,4288,4,5,4,4,454
40849,528,5,2746,1,3,2,2,132
40850,301,2,2176,2,1,2,2,212
40851,230,6,4515,3,4,4,4,344
40852,135,7,4116,4,5,3,3,453
40853,151,5,4879,3,3,4,4,334
40854,61,11,10053,5,5,5,5,555
40855,44,4,2997,5,3,2,2,532
40856,236,3,2030,3,2,2,2,322
40857,16,6,5025,5,4,4,4,544
40858,235,6,3375,3,4,3,3,343
40859,205,7,5633,3,5,5,5,355
40860,69,3,1719,4,2,1,1,421
40861,195,3,2640,3,2,2,2,322
40862,1322,1,1002,1,1,1,1,111
40863,319,4,5242,2,3,4,4,234
40864,825,7,5907,1,5,5,5,155
40865,366,6,6437,2,4,5,5,245
40866,204,12,14207,3,5,5,5,355
40867,62,5,4699,4,3,4,4,434
40868,45,5,3097,5,3,3,3,533
40869,151,7,6237,3,5,5,5,355
40870,342,6,5320,2,4,4,4,244
40871,7,4,2418,5,3,2,2,532
40872,125,6,4610,4,4,4,4,444
40873,174,3,2038,3,2,2,2,322
40874,197,4,6240,3,3,5,5,335
40875,88,5,5476,4,3,4,4,434
40876,590,2,1205,1,1,1,1,111
40877,292,6,2623,2,4,2,2,242
40878,325,6,5690,2,4,5,5,245
40879,143,6,4743,3,4,4,4,344
40880,700,1,87,1,1,1,1,111
40881,22,1,1284,5,1,1,1,511
40882,297,4,2912,2,3,2,2,232
40883,34,6,6133,5,4,5,5,545
40884,70,13,8534,4,5,5,5,455
40885,276,3,2367,2,2,2,2,222
40886,308,6,3450,2,4,3,3,243
40887,502,6,6625,1,4,5,5,145
40888,30,3,2974,5,2,2,2,522
40889,1145,1,295,1,1,1,1,111
40890,18,9,6634,5,5,5,5,555
40891,113,9,6898,4,5,5,5,455
40892,766,4,2802,1,3,2,2,132
40894,1256,1,597,1,1,1,1,111
40895,19,6,2841,5,4,2,2,542
40896,206,3,2169,3,2,2,2,322
40897,77,7,5106,4,5,4,4,454
40898,74,3,1826,4,2,1,1,421
40899,323,3,1306,2,2,1,1,221
40900,225,4,2584,3,3,2,2,332
40901,18,3,2896,5,2,2,2,522
40902,351,6,5734,2,4,5,5,245
40903,175,5,1083,3,3,1,1,331
40904,120,6,5390,4,4,4,4,444
40905,42,6,6355,5,4,5,5,545
40906,221,5,5147,3,3,4,4,334
40907,826,7,3706,1,5,3,3,153
40908,914,2,1986,1,1,2,2,112
40909,432,6,5331,1,4,4,4,144
40910,297,8,5447,2,5,4,4,254
40911,416,8,4557,2,5,4,4,254
40912,27,12,6106,5,5,5,5,555
40913,32,4,2636,5,3,2,2,532
40914,51,8,5988,5,5,5,5,555
40915,221,8,4128,3,5,3,3,353
40916,136,3,2244,4,2,2,2,422
40917,209,6,4690,3,4,4,4,344
40918,593,7,3108,1,5,3,3,153
40919,165,5,4099,3,3,3,3,333
40920,732,3,3763,1,2,3,3,123
40921,30,5,5018,5,3,4,4,534
40922,46,13,10055,5,5,5,5,555
40923,67,5,3362,4,3,3,3,433
40924,228,4,3649,3,3,3,3,333
40925,539,4,3969,1,3,3,3,133
40926,55,10,5657,5,5,5,5,555
40927,320,3,3970,2,2,3,3,223
40928,237,9,5798,3,5,5,5,355
40929,60,5,3498,5,3,3,3,533
40930,9,14,14948,5,5,5,5,555
40931,200,3,4105,3,2,3,3,323
40932,136,6,1650,4,4,1,1,441
40933,93,5,2719,4,3,2,2,432
40934,38,4,3014,5,3,2,2,532
40935,48,8,6431,5,5,5,5,555
40936,796,6,4105,1,4,3,3,143
40937,442,6,6602,1,4,5,5,145
40938,35,4,4526,5,3,4,4,534
40939,194,7,4442,3,5,4,4,354
40940,586,2,2167,1,1,2,2,112
40941,990,2,952,1,1,1,1,111
40942,340,5,2246,2,3,2,2,232
40943,6,3,2685,5,2,2,2,522
40944,37,6,4326,5,4,4,4,544
40945,544,5,3090,1,3,3,3,133
40946,554,3,1579,1,2,1,1,121
40947,103,5,2603,4,3,2,2,432
40948,805,6,5163,1,4,4,4,144
40949,115,8,5841,4,5,5,5,455
40950,921,3,3015,1,2,2,2,122
40951,386,3,4161,2,2,4,4,224
40952,436,3,2491,1,2,2,2,122
40953,236,7,4267,3,5,4,4,354
40954,720,3,1398,1,2,1,1,121
40955,271,7,6343,2,5,5,5,255
40956,82,5,4455,4,3,4,4,434
40957,159,3,5427,3,2,4,4,324
40958,364,4,1691,2,3,1,1,231
40959,134,7,4109,4,5,3,3,453
40960,60,5,5742,5,3,5,5,535
40961,66,6,1602,4,4,1,1,441
40962,224,4,1747,3,3,1,1,331
40963,20,4,2137,5,3,2,2,532
40964,1113,1,894,1,1,1,1,111
40965,78,6,5773,4,4,5,5,445
40966,525,5,3861,1,3,3,3,133
40967,76,7,7788,4,5,5,5,455
40968,316,5,1853,2,3,1,1,231
40969,219,6,8738,3,4,5,5,345
40970,1074,1,570,1,1,1,1,111
40971,33,7,4666,5,5,4,4,554
40972,140,5,2333,3,3,2,2,332
40973,200,4,2970,3,3,2,2,332
40974,127,3,2765,4,2,2,2,422
40975,59,5,8082,5,3,5,5,535
40976,530,2,2604,1,1,2,2,112
40977,197,7,3958,3,5,3,3,353
40978,801,3,2866,1,2,2,2,122
40979,906,2,1361,1,1,1,1,111
40980,55,4,1768,5,3,1,1,531
40981,287,6,8587,2,4,5,5,245
40982,267,5,3578,2,3,3,3,233
40983,303,7,6457,2,5,5,5,255
40984,117,3,2781,4,2,2,2,422
40985,38,7,8576,5,5,5,5,555
40986,93,2,1094,4,1,1,1,411
40987,34,4,3585,5,3,3,3,533
40988,67,10,4744,4,5,4,4,454
40989,503,4,2618,1,3,2,2,132
40990,172,6,5146,3,4,4,4,344
40991,1016,2,1239,1,1,1,1,111
40992,65,5,2488,4,3,2,2,432
40993,129,6,5802,4,4,5,5,445
40994,31,7,2874,5,5,2,2,552
40995,221,3,1568,3,2,1,1,321
40996,29,4,4666,5,3,4,4,534
40997,521,8,7681,1,5,5,5,155
40998,199,8,6586,3,5,5,5,355
40999,754,3,1703,1,2,1,1,121
41000,350,3,1619,2,2,1,1,221
41001,509,5,3949,1,3,3,3,133
41002,110,5,4920,4,3,4,4,434
41003,198,5,6938,3,3,5,5,335
41004,83,10,8614,4,5,5,5,455
41005,41,2,1634,5,1,1,1,511
41006,160,2,918,3,1,1,1,311
41007,1139,1,805,1,1,1,1,111
41008,430,3,3315,2,2,3,3,223
41009,89,3,1802,4,2,1,1,421
41010,296,11,8789,2,5,5,5,255
41011,243,5,2499,3,3,2,2,332
41012,531,3,2880,1,2,2,2,122
41013,165,6,2154,3,4,2,2,342
41014,7,8,3177,5,5,3,3,553
41015,37,2,704,5,1,1,1,511
41016,197,6,6161,3,4,5,5,345
41017,499,5,3635,1,3,3,3,133
41018,941,2,2158,1,1,2,2,112
41019,1259,2,573,1,1,1,1,111
41020,89,1,518,4,1,1,1,411
41021,106,7,2082,4,5,2,2,452
41022,72,4,1552,4,3,1,1,431
41023,233,4,2163,3,3,2,2,332
41024,86,2,1060,4,1,1,1,411
41025,252,7,3116,2,5,3,3,253
41026,288,7,4748,2,5,4,4,254
41027,4,7,5565,5,5,4,4,554
41028,140,5,3818,3,3,3,3,333
41029,552,2,1734,1,1,1,1,111
41030,200,4,1689,3,3,1,1,331
41032,491,5,2414,1,3,2,2,132
41033,60,1,325,5,1,1,1,511
41034,11,6,5549,5,4,4,4,544
41035,240,6,5011,3,4,4,4,344
41036,489,3,3465,1,2,3,3,123
41037,139,5,4266,3,3,4,4,334
41038,16,3,2488,5,2,2,2,522
41039,563,6,7241,1,4,5,5,145
41040,22,4,2913,5,3,2,2,532
41041,354,5,3426,2,3,3,3,233
41042,181,6,4148,3,4,3,3,343
41043,218,5,3731,3,3,3,3,333
41044,736,4,5306,1,3,4,4,134
41045,94,6,6830,4,4,5,5,445
41046,591,6,4123,1,4,3,3,143
41047,7,5,2429,5,3,2,2,532
41048,276,2,495,2,1,1,1,211
41049,116,7,2500,4,5,2,2,452
41050,173,3,3885,3,2,3,3,323
41051,607,3,1343,1,2,1,1,121
41052,75,7,5360,4,5,4,4,454
41053,168,5,1951,3,3,1,1,331
41054,49,9,3550,5,5,3,3,553
41055,22,3,2250,5,2,2,2,522
41056,195,7,6479,3,5,5,5,355
41057,11,2,819,5,1,1,1,511
41058,858,6,2700,1,4,2,2,142
41059,305,4,2690,2,3,2,2,232
41060,47,12,8696,5,5,5,5,555
41061,174,5,1666,3,3,1,1,331
41062,743,3,1838,1,2,1,1,121
41063,144,10,6577,3,5,5,5,355
41064,110,3,879,4,2,1,1,421
41065,223,7,5611,3,5,5,5,355
41066,117,9,3358,4,5,3,3,453
41067,123,3,2938,4,2,2,2,422
41068,551,5,6110,1,3,5,5,135
41069,15,6,5840,5,4,5,5,545
41070,123,7,4626,4,5,4,4,454
41071,82,2,2350,4,1,2,2,412
41072,262,6,4754,2,4,4,4,244
41073,177,6,3430,3,4,3,3,343
41074,80,4,3768,4,3,3,3,433
41075,39,7,4978,5,5,4,4,554
41076,859,4,2378,1,3,2,2,132
41077,404,5,4458,2,3,4,4,234
41078,360,4,2100,2,3,2,2,232
41079,8,4,1957,5,3,1,1,531
41080,478,5,4936,1,3,4,4,134
41081,91,10,10300,4,5,5,5,455
41082,242,9,5670,3,5,5,5,355
41083,69,3,1141,4,2,1,1,421
41084,24,5,3044,5,3,2,2,532
41085,331,3,3470,2,2,3,3,223
41086,261,5,3700,2,3,3,3,233
41087,219,5,1954,3,3,1,1,331
41088,360,8,6499,2,5,5,5,255
41090,468,4,2820,1,3,2,2,132
41091,14,4,788,5,3,1,1,531
41092,318,6,6236,2,4,5,5,245
41093,7,10,7793,5,5,5,5,555
41094,311,4,1909,2,3,1,1,231
41095,173,7,1263,3,5,1,1,351
41096,156,2,2232,3,1,2,2,312
41097,434,5,3983,1,3,3,3,133
41098,171,4,3850,3,3,3,3,333
41099,84,11,9372,4,5,5,5,455
41100,334,5,5308,2,3,4,4,234
41101,130,9,7815,4,5,5,5,455
41102,67,8,6006,4,5,5,5,455
41103,18,7,5405,5,5,4,4,554
41105,339,4,1620,2,3,1,1,231
41106,11,7,6940,5,5,5,5,555
41107,206,5,7677,3,3,5,5,335
41108,252,5,4709,2,3,4,4,234
41109,282,6,4324,2,4,4,4,244
41110,263,8,5850,2,5,5,5,255
41111,35,7,3969,5,5,3,3,553
41112,97,5,2556,4,3,2,2,432
41113,187,6,5948,3,4,5,5,345
41114,130,6,4644,4,4,4,4,444
41115,88,8,6376,4,5,5,5,455
41116,136,3,604,4,2,1,1,421
41117,6,7,6331,5,5,5,5,555
41118,165,4,4591,3,3,4,4,334
41119,58,5,5418,5,3,4,4,534
41120,292,5,7329,2,3,5,5,235
41121,419,5,2101,2,3,2,2,232
41122,567,2,821,1,1,1,1,111
41123,301,3,2996,2,2,2,2,222
41124,72,5,5135,4,3,4,4,434
41125,305,6,4814,2,4,4,4,244
41126,470,7,4678,1,5,4,4,154
41127,16,1,93,5,1,1,1,511
41128,120,3,951,4,2,1,1,421
41129,765,3,1380,1,2,1,1,121
41130,530,4,1617,1,3,1,1,131
41131,159,5,4282,3,3,4,4,334
41132,39,4,2297,5,3,2,2,532
41133,701,2,1339,1,1,1,1,111
41134,719,3,2311,1,2,2,2,122
41135,106,3,1859,4,2,1,1,421
41136,823,3,2233,1,2,2,2,122
41137,385,4,2522,2,3,2,2,232
41138,236,4,1955,3,3,1,1,331
41139,648,6,5113,1,4,4,4,144
41140,956,2,930,1,1,1,1,111
41141,175,4,1670,3,3,1,1,331
41142,418,2,927,2,1,1,1,211
41143,398,1,146,2,1,1,1,211
41144,224,3,3426,3,2,3,3,323
41145,162,3,1158,3,2,1,1,321
41146,226,8,6736,3,5,5,5,355
41147,380,5,3539,2,3,3,3,233
41148,77,6,5767,4,4,5,5,445
41149,4,8,5699,5,5,5,5,555
41150,34,3,819,5,2,1,1,521
41151,507,4,1727,1,3,1,1,131
41152,269,4,1374,2,3,1,1,231
41153,342,5,3673,2,3,3,3,233
41154,143,5,6642,3,3,5,5,335
41155,33,4,2127,5,3,2,2,532
41156,161,6,4003,3,4,3,3,343
41157,899,3,3352,1,2,3,3,123
41158,192,5,3134,3,3,3,3,333
41159,180,5,5392,3,3,4,4,334
41160,44,6,6845,5,4,5,5,545
41161,319,6,4102,2,4,3,3,243
41162,292,6,5536,2,4,4,4,244
41163,41,5,2943,5,3,2,2,532
41164,160,9,6425,3,5,5,5,355
41165,249,4,1479,2,3,1,1,231
41166,423,5,1636,2,3,1,1,231
41167,21,8,8254,5,5,5,5,555
41168,468,5,2001,1,3,2,2,132
41169,175,3,1302,3,2,1,1,321
41170,673,3,1453,1,2,1,1,121
41171,6,12,12633,5,5,5,5,555
41172,73,7,3952,4,5,3,3,453
41173,904,5,2098,1,3,2,2,132
41174,173,5,3321,3,3,3,3,333
41175,190,9,3653,3,5,3,3,353
41176,112,4,4897,4,3,4,4,434
41177,688,2,3975,1,1,3,3,113
41178,237,7,2843,3,5,2,2,352
41179,68,7,6720,4,5,5,5,455
41180,81,5,2434,4,3,2,2,432
41181,161,4,2033,3,3,2,2,332
41182,584,5,2053,1,3,2,2,132
41183,160,5,3286,3,3,3,3,333
41184,224,9,6599,3,5,5,5,355
41185,2,2,308,5,1,1,1,511
41186,195,10,5330,3,5,4,4,354
41187,130,4,2220,4,3,2,2,432
41188,38,3,748,5,2,1,1,521
41189,164,7,4155,3,5,4,4,354
41190,412,2,2650,2,1,2,2,212
41191,112,9,3706,4,5,3,3,453
41192,200,6,5488,3,4,4,4,344
41193,137,8,7349,4,5,5,5,455
41194,51,8,6979,5,5,5,5,555
41195,395,4,3270,2,3,3,3,233
41196,283,5,2052,2,3,2,2,232
41197,83,6,4020,4,4,3,3,443
41198,21,8,6864,5,5,5,5,555
41199,513,5,2864,1,3,2,2,132
41200,228,5,3947,3,3,3,3,333
41201,288,1,326,2,1,1,1,211
41202,34,6,6847,5,4,5,5,545
41203,621,4,2344,1,3,2,2,132
41204,461,5,3532,1,3,3,3,133
41205,338,6,2948,2,4,2,2,242
41206,425,7,5443,2,5,4,4,254
41207,107,5,5147,4,3,4,4,434
41208,36,8,6278,5,5,5,5,555
41209,20,5,3916,5,3,3,3,533
41210,221,10,7067,3,5,5,5,355
41211,1199,1,12,1,1,1,1,111
41212,669,4,3418,1,3,3,3,133
41213,29,9,4724,5,5,4,4,554
41214,579,6,3262,1,4,3,3,143
41215,33,4,3588,5,3,3,3,533
41216,20,9,8592,5,5,5,5,555
41217,1250,2,662,1,1,1,1,111
41218,223,10,7775,3,5,5,5,355
41219,15,4,3557,5,3,3,3,533
41220,231,6,3265,3,4,3,3,343
41221,71,7,3179,4,5,3,3,453
41222,292,6,4822,2,4,4,4,244
41223,253,5,3570,2,3,3,3,233
41224,714,2,1095,1,1,1,1,111
41225,211,4,2820,3,3,2,2,332
41226,155,2,1008,3,1,1,1,311
41227,1130,2,3147,1,1,3,3,113
41228,616,3,2551,1,2,2,2,122
41229,217,3,2142,3,2,2,2,322
41230,48,3,1858,5,2,1,1,521
41231,274,2,1734,2,1,1,1,211
41232,494,2,4045,1,1,3,3,113
41233,659,5,4417,1,3,4,4,134
41234,60,6,3033,5,4,2,2,542
41235,57,7,8305,5,5,5,5,555
41236,71,6,5623,4,4,5,5,445
41237,76,6,2562,4,4,2,2,442
41238,299,4,2109,2,3,2,2,232
41239,17,5,4112,5,3,3,3,533
41240,114,6,8064,4,4,5,5,445
41241,206,6,5997,3,4,5,5,345
41242,1170,1,316,1,1,1,1,111
41243,336,4,4488,2,3,4,4,234
41244,327,6,4641,2,4,4,4,244
41245,96,10,5945,4,5,5,5,455
41246,1199,3,3281,1,2,3,3,123
41247,221,6,4964,3,4,4,4,344
41248,190,1,1465,3,1,1,1,311
41249,86,7,5196,4,5,4,4,454
41250,86,3,2753,4,2,2,2,422
41251,83,7,4781,4,5,4,4,454
41252,82,4,2935,4,3,2,2,432
41253,521,5,3860,1,3,3,3,133
41254,249,5,4688,2,3,4,4,234
41255,211,7,6724,3,5,5,5,355
41256,3,4,3481,5,3,3,3,533
41257,76,5,4464,4,3,4,4,434
41258,50,2,247,5,1,1,1,511
41259,1,4,1579,5,3,1,1,531
41260,30,4,1208,5,3,1,1,531
41261,325,4,3514,2,3,3,3,233
41262,148,6,4039,3,4,3,3,343
41263,21,3,1825,5,2,1,1,521
41264,928,1,198,1,1,1,1,111
41265,190,5,2130,3,3,2,2,332
41266,69,6,2828,4,4,2,2,442
41267,643,3,2788,1,2,2,2,122
41268,120,7,6308,4,5,5,5,455
41269,209,6,4017,3,4,3,3,343
41270,416,5,4029,2,3,3,3,233
41271,179,4,2006,3,3,2,2,332
41272,131,5,4115,4,3,3,3,433
41273,745,3,3017,1,2,2,2,122
41274,895,2,1664,1,1,1,1,111
41275,111,5,2715,4,3,2,2,432
41276,437,5,2839,1,3,2,2,132
41277,271,7,2379,2,5,2,2,252
41278,158,7,4805,3,5,4,4,354
41279,391,3,1760,2,2,1,1,221
41280,211,4,5162,3,3,4,4,334
41281,7,4,2727,5,3,2,2,532
41282,65,7,6313,4,5,5,5,455
41283,48,5,3243,5,3,3,3,533
41284,185,6,4835,3,4,4,4,344
41285,109,4,828,4,3,1,1,431
41286,15,4,1592,5,3,1,1,531
41287,30,7,6013,5,5,5,5,555
41288,361,2,1398,2,1,1,1,211
41289,282,5,2666,2,3,2,2,232
41290,215,5,1342,3,3,1,1,331
41291,415,5,3479,2,3,3,3,233
41292,210,9,6806,3,5,5,5,355
41294,201,1,320,3,1,1,1,311
41295,79,3,770,4,2,1,1,421
41296,24,5,3639,5,3,3,3,533
41297,207,5,5135,3,3,4,4,334
41298,342,1,50,2,1,1,1,211
41299,156,2,1301,3,1,1,1,311
41300,229,3,3111,3,2,3,3,323
41301,19,4,2489,5,3,2,2,532
41302,150,10,8499,3,5,5,5,355
41303,54,5,4821,5,3,4,4,534
41304,269,4,1657,2,3,1,1,231
41305,384,5,4550,2,3,4,4,234
41306,108,5,2485,4,3,2,2,432
41307,68,8,9486,4,5,5,5,455
41308,37,5,3726,5,3,3,3,533
41309,11,3,2711,5,2,2,2,522
41310,818,4,2095,1,3,2,2,132
41311,120,8,3436,4,5,3,3,453
41312,450,2,415,1,1,1,1,111
41313,76,3,4971,4,2,4,4,424
41314,136,6,5805,4,4,5,5,445
41315,707,4,2862,1,3,2,2,132
41316,63,8,4846,4,5,4,4,454
41317,46,3,1081,5,2,1,1,521
41318,22,7,5156,5,5,4,4,554
41319,1238,1,74,1,1,1,1,111
41320,230,10,11442,3,5,5,5,355
41321,100,4,2295,4,3,2,2,432
41322,441,8,5059,1,5,4,4,154
41323,78,5,3875,4,3,3,3,433
41324,116,3,2104,4,2,2,2,422
41325,111,8,5444,4,5,4,4,454
41326,59,8,3513,5,5,3,3,553
41327,806,5,1722,1,3,1,1,131
41328,6,4,4168,5,3,4,4,534
41329,783,6,4426,1,4,4,4,144
41330,826,4,2537,1,3,2,2,132
41331,95,6,5918,4,4,5,5,445
41332,15,4,4750,5,3,4,4,534
